Number,Last Updated,SEC Number,Topics,Context
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","disclosed will be a matter of public record and available for inspection by members of the public. The Commission can use it in investigations or litigation involving the federal securities laws or other civil, criminal, or regulatory statutes or provisions, as well as for referral to other governmental authorities and self-regulatory organizations. Failure to disclose required information may result in civil or criminal action against persons involved for violations of the Federal securities laws and rules."
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","(1) any transaction  exempt from  Section 16(b) pursuant  to §240.16b-3(d),  §240.16b-3(e),  or §240.16b-3(f) (these are required to be reported on Form 4); (2) any exercise or conver sion of deriva tive securities exempt under either §240.16b-3 or §240.16b-6(b) (these are required to be reported on Form 4); (3) any transaction exempt from Section 16(b) of the Act pursuant to §240.16b-3(c), which is exempt from Section 16(a) of the Act; and (4) any trans action "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors",nature of the transactions resulting in an acquisition or disposition of a security. A deemed execution date must be reported in Column 2A of Table I or Column 3A of Table II only if the execution date for the transaction is calculated pursuant to §240.16a-3(g)(2) or §240.16a-3(g)(3).
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","held in the reporting person’s name or in the name of a bank, broker or nominee for the account of the reporting person. In addition, securities held as joint tenants, tenants in common, tenants by the entirety, or as community property are to be reported as held directly. If a person has a pecuniary interest, by reason of any contract, understanding or relationship (including a family relationship or arrangement) in securities held in the name of another person, that person is an indirect beneﬁ cial owner of the securities. See Rule 16a-1(a)(2)(ii) for certain indirect bene ﬁ cial ownerships."
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","only the name and address of the desig nated ﬁ ler in Item 1 of Form 5 and attach a list of the names and addresses (or, if 4entities, IRS identi ﬁ cation  numbers instead of addresses) of each other report ing person.  Joint and group ﬁ lings must "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","Submit any attached listing of names or signatures on another Form 5, copy of Form 5 or separate page of 8 1/2 by 11 inch white paper, indicate the number of pages compris ing the report (Form plus attach ments) at the bottom of each report page (e.g., 1 of 3, 2 of 3, 3 of 3), and include the name of the designated ﬁ ler and informa tion required by Items 2 and 4 of the "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","puts and calls, any combination of the two, such as spreads and straddles. In reporting an option in Table II, state whether it represents a right to buy, a right to sell, an obligation to buy, or an obligation to sell the equity securities subject to the "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","       of 3).    (c) If one or more exhibits are included, whether due to a lack of space or because the exhibit is, by nature, a separate      document (e.g., a power of attorney), provide a sequentially numbered list of the exhibits in the Form. Use the number “2 4” for"
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","      any power of attorney and the number “99” for any other exhibit. If there is more than one of either such exhibit, then u se5      numerical subparts. If the exhibit is being ﬁ led as a con ﬁ rming electronic copy under Regulation S-T Rule 202(d) (17 CFR"
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","authorized to sign for the individual. If signed on behalf of the individual by another person, the authority of such person  to sign the Form shall be con ﬁ rmed to the Commission in writing in an attachment to the Form or as soon as practicable  "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","D — Disposition to the issuer of issuer equity securities pursuant to Rule 16b-3(e)F — Payment of exercise price or tax liability by delivering or with holding securities incident to the receipt, exercise or    vesting of a security issued in accordance with Rule 16b-3I — Discretionary transaction in accordance with Rule 16b-3(f) resulting in acquisition or disposition of issuer   securitiesM — Exercise or conversion of derivative security exempted pursuant to Rule 16b-3  Derivative Securities Codes (Except for transactions exempted pursuant to Rule 16b-3)"
